frequency_filtre,NF_01_filtre,S11_01_filtre,S21_01_filtre,S12_01_filtre,S22_01_filtre,NF_01s_filtre,S11_01s_filtre,S21_01s_filtre,S12_01s_filtre,S22_01s_filtre,NF_02_filtre,S11_02_filtre,S21_02_filtre,S12_02_filtre,S22_02_filtre,NF_02s_filtre,S11_02s_filtre,S21_02s_filtre,S12_02s_filtre,S22_02s_filtre,NF_03_filtre,S11_03_filtre,S21_03_filtre,S12_03_filtre,S22_03_filtre,NF_03s_filtre,S11_03s_filtre,S21_03s_filtre,S12_03s_filtre,S22_03s_filtre
53077000000,3.6161413,-9.2257137,5.7888985,-53.632919,-2.7743962,7.1061258,-8.0668373,5.9987516,-51.524033,-2.7727108,3.3815708,-8.2174578,5.9198294,-53.541664,-2.7753177,7.3759623,-8.2174578,5.9198294,-53.541664,-2.7753177,3.6681004,-9.9949141,5.0333376,-51.362476,-3.5748289,7.9555998,-9.9949141,5.0333376,-51.362476,-3.5748289
53094000000,18.27,-9.2500496,6.0045462,-52.066818,-2.7814007,7.4840074,-8.1307278,6.2246389,-53.463512,-2.7768316,18.867907,-8.2527618,6.1442304,-59.746609,-2.7776785,7.7693563,-8.2527618,6.1442304,-59.746609,-2.7776785,18.644878,-10.058518,5.2241344,-51.61301,-3.568336,8.3156023,-10.058518,5.2241344,-51.61301,-3.568336
53111000000,12.519332,-9.3183451,5.8700428,-61.366467,-2.7867904,7.4302921,-8.1773405,6.0773797,-51.366344,-2.7797532,13.259228,-8.3092966,5.9961071,-55.740738,-2.7789927,7.5926261,-8.3092966,5.9961071,-55.740738,-2.7789927,12.811592,-10.132466,5.1061816,-49.57074,-3.5578728,8.2593508,-10.132466,5.1061816,-49.57074,-3.5578728
53128000000,20.080624,-9.249115,6.112968,-49.027493,-2.7932725,7.2454262,-8.1218348,6.3330984,-52.561352,-2.7868621,20.707207,-8.3081684,6.2509127,-56.405907,-2.7831755,7.7179298,-8.3081684,6.2509127,-56.405907,-2.7831755,20.447004,-10.059566,5.3204441,-61.605652,-3.5552669,7.4837322,-10.059566,5.3204441,-61.605652,-3.5552669
53145000000,5.3734832,-9.2994099,5.9049945,-53.380531,-2.794126,7.8212204,-8.1797657,6.1048079,-62.226452,-2.7916367,6.4214077,-8.3256998,6.0211558,-64.350578,-2.7934103,8.329504,-8.3256998,6.0211558,-64.350578,-2.7934103,5.8659897,-10.096392,5.1423087,-68.814125,-3.5656044,8.1652079,-10.096392,5.1423087,-68.814125,-3.5656044
53162000000,0.92890453,-9.2158241,6.2539482,-56.782791,-2.807488,7.0584521,-8.0613604,6.4730849,-52.528732,-2.8026862,-2.0187075,-8.2380924,6.3817101,-71.030113,-2.8078499,7.5473323,-8.2380924,6.3817101,-71.030113,-2.8078499,2.6348562,-10.003402,5.4448066,-58.234783,-3.5891969,7.388267,-10.003402,5.4448066,-58.234783,-3.5891969
53179000000,5.9899158,-9.3567057,5.8856297,-66.94709,-2.827034,8.05305,-8.1924877,6.086834,-52.415783,-2.8223314,6.7037044,-8.3381834,5.9975295,-55.351803,-2.826704,8.5414352,-8.3381834,5.9975295,-55.351803,-2.826704,6.3633537,-10.149683,5.1250424,-57.536469,-3.6129162,8.3503637,-10.149683,5.1250424,-57.536469,-3.6129162
53196000000,4.8861375,-9.371356,6.3266115,-56.801411,-2.8495343,6.5753136,-8.2203093,6.5449667,-62.965405,-2.8473675,4.7842741,-8.3444195,6.4555125,-52.113113,-2.8481359,7.0095901,-8.3444195,6.4555125,-52.113113,-2.8481359,5.8304086,-10.164631,5.5107374,-47.634537,-3.6306024,6.8488822,-10.164631,5.5107374,-47.634537,-3.6306024
53213000000,-8.2365465,-9.5835695,5.3183169,-55.438911,-2.8656278,6.3218188,-8.4250669,5.4837966,-65.153999,-2.861793,-4.8315511,-8.5525131,5.3910713,-67.357605,-2.8536839,6.7018347,-8.5525131,5.3910713,-67.357605,-2.8536839,-10.829958,-10.358117,4.6203046,-53.358356,-3.6414433,6.6175232,-10.358117,4.6203046,-53.358356,-3.6414433
53230000000,10.897568,-9.4603815,6.4861588,-53.806187,-2.8638268,4.9895015,-8.3069448,6.7035418,-50.896072,-2.863992,11.093087,-8.4649849,6.6095366,-51.395126,-2.8527913,5.3429217,-8.4649849,6.6095366,-51.395126,-2.8527913,11.305586,-10.287906,5.6579208,-53.291698,-3.6382363,5.2771273,-10.287906,5.6579208,-53.291698,-3.6382363
53247000000,4.4315472,-9.5741396,5.8242712,-52.557491,-2.8657353,5.0864086,-8.4370308,6.000524,-56.18541,-2.8593142,4.652523,-8.5702915,5.9080734,-52.129116,-2.8607495,5.2549124,-8.5702915,5.9080734,-52.129116,-2.8607495,4.5291309,-10.364724,5.0930567,-51.027744,-3.6407871,5.2870698,-10.364724,5.0930567,-51.027744,-3.6407871
53264000000,13.78441,-9.4439592,6.5862689,-53.270477,-2.867058,5.5316257,-8.3311644,6.806766,-50.666782,-2.8560648,14.3167,-8.4776802,6.7070866,-57.070122,-2.8692908,5.5851741,-8.4776802,6.7070866,-57.070122,-2.8692908,14.251159,-10.291513,5.7479534,-48.857983,-3.6587086,5.1787376,-10.291513,5.7479534,-48.857983,-3.6587086
53281000000,1.4621896,-9.5516062,6.1631064,-57.467026,-2.879957,6.6981192,-8.4091234,6.3665161,-55.831558,-2.8745563,2.0176132,-8.5621099,6.2711401,-53.776482,-2.8968682,6.7830696,-8.5621099,6.2711401,-53.776482,-2.8968682,2.1285825,-10.347121,5.3794365,-52.571384,-3.6904957,6.3906775,-10.347121,5.3794365,-52.571384,-3.6904957
53298000000,9.2939577,-9.4314318,6.6385117,-58.599312,-2.9051301,6.2759562,-8.3498106,6.8559885,-57.170219,-2.8959429,9.8739157,-8.4519615,6.7596517,-59.661678,-2.9245644,6.4486575,-8.4519615,6.7596517,-59.661678,-2.9245644,10.266645,-10.265701,5.7936134,-50.804111,-3.7178588,5.9626341,-10.265701,5.7936134,-50.804111,-3.7178588
53315000000,5.1329932,-9.6314955,5.7766194,-58.093235,-2.9286981,7.5541787,-8.4873514,5.9496126,-52.478161,-2.9229825,5.7591681,-8.6156301,5.8529558,-57.866467,-2.946568,7.7359214,-8.6156301,5.8529558,-57.866467,-2.946568,5.7026491,-10.424541,5.0535626,-59.893055,-3.740736,7.8079214,-10.424541,5.0535626,-59.893055,-3.740736
53332000000,5.5466046,-9.5873775,6.7803841,-46.030392,-2.9499135,6.4554801,-8.408329,6.9994874,-54.392693,-2.9522719,5.4533005,-8.5583601,6.8982177,-55.541321,-2.9618692,6.5730567,-8.5583601,6.8982177,-55.541321,-2.9618692,5.9753566,-10.427476,5.9334292,-54.024578,-3.7557545,6.6201763,-10.427476,5.9334292,-54.024578,-3.7557545
53349000000,1.2908239,-9.7511559,5.8840065,-56.613541,-2.9773462,7.2745385,-8.5971279,6.0522819,-52.835552,-2.9715631,1.6141753,-8.7515354,5.9591389,-48.76133,-2.9677439,7.3902254,-8.7515354,5.9591389,-48.76133,-2.9677439,1.4432017,-10.559472,5.1550579,-59.530598,-3.7503207,7.4695811,-10.559472,5.1550579,-59.530598,-3.7503207
53366000000,19.24172,-9.6685715,6.8766541,-58.16861,-2.9928899,6.2237563,-8.5145836,7.1018653,-63.685932,-2.9875412,19.880556,-8.6643391,6.9979491,-50.358639,-2.969512,6.4819555,-8.6643391,6.9979491,-50.358639,-2.969512,19.694693,-10.523717,6.0223699,-53.642262,-3.743093,6.5126605,-10.523717,6.0223699,-53.642262,-3.743093
53383000000,0.64253968,-9.7846842,6.0709181,-46.880291,-2.9925494,6.9210629,-8.634326,6.2522001,-54.276772,-2.9866209,1.1057365,-8.7856836,6.1529589,-50.095379,-2.9654882,7.1492486,-8.7856836,6.1529589,-50.095379,-2.9654882,1.1219302,-10.612462,5.3166327,-50.921272,-3.7395515,7.2495327,-10.612462,5.3166327,-50.921272,-3.7395515
53400000000,9.4589767,-9.6353064,6.9613132,-66.695389,-2.985985,6.5319495,-8.5273552,7.1827073,-74.237732,-2.9810655,9.3283558,-8.6517715,7.0756931,-52.767719,-2.9681301,6.6756148,-8.6517715,7.0756931,-52.767719,-2.9681301,9.4682074,-10.504424,6.0945892,-52.427471,-3.7496681,6.7897372,-10.504424,6.0945892,-52.427471,-3.7496681
53417000000,-1.8198416,-10.301258,1.5312816,-63.313351,-2.9756138,6.395988,-9.0288448,1.5595709,-64.362923,-2.9714096,-1.6984271,-9.0990801,1.5498792,-63.778633,-2.9750032,6.2025266,-9.0990801,1.5498792,-63.778633,-2.9750032,-1.7596134,-10.936163,1.3575552,-57.146702,-3.7630911,6.4032197,-10.936163,1.3575552,-57.146702,-3.7630911
53434000000,13.231161,-9.6390963,7.0406351,-52.912884,-2.9804671,6.0832715,-8.5232201,7.2635159,-63.262512,-2.976671,13.641381,-8.6527586,7.1547828,-54.807716,-2.9889145,5.8630772,-8.6527586,7.1547828,-54.807716,-2.9889145,13.872586,-10.497432,6.1639318,-60.173962,-3.7851717,6.0033603,-10.497432,6.1639318,-60.173962,-3.7851717
53451000000,2.6293151,-9.7944212,6.9890952,-52.119862,-2.9953949,6.6001377,-8.5964022,7.2061405,-51.732521,-2.988848,4.3257322,-8.7195616,7.0984535,-51.486122,-3.0036917,6.5021224,-8.7195616,7.0984535,-51.486122,-3.0036917,3.7250292,-10.568904,6.1235933,-50.020142,-3.8011124,6.6440706,-10.568904,6.1235933,-50.020142,-3.8011124
53468000000,9.2605448,-9.8183527,7.1098776,-54.103607,-3.0098734,4.5066328,-8.650938,7.3300285,-52.531612,-3.0050404,9.3578358,-8.7810268,7.2186537,-60.426228,-3.0144234,3.8621833,-8.7810268,7.2186537,-60.426228,-3.0144234,10.234179,-10.680623,6.2335114,-50.546715,-3.8041081,4.7552381,-10.680623,6.2335114,-50.546715,-3.8041081
53485000000,5.7192044,-9.8342266,7.1059484,-61.021339,-3.025001,4.8678918,-8.6930914,7.323895,-56.334167,-3.019227,4.6639447,-8.8286304,7.2110124,-56.724701,-3.0168386,4.1703529,-8.8286304,7.2110124,-56.724701,-3.0168386,5.2088943,-10.706143,6.2333174,-53.387478,-3.8079269,5.181807,-10.706143,6.2333174,-53.387478,-3.8079269
53502000000,1.8013122,-9.8609867,7.2245421,-77.065147,-3.0355244,4.5081449,-8.7009172,7.445416,-54.96954,-3.0298963,0.55519831,-8.8616867,7.3307652,-58.295319,-3.022476,3.716058,-8.8616867,7.3307652,-58.295319,-3.022476,1.4509587,-10.742624,6.3392086,-53.804935,-3.794991,4.7692552,-10.742624,6.3392086,-53.804935,-3.794991
53519000000,3.1900187,-9.8432693,7.1672444,-56.384377,-3.0527041,5.5343847,-8.7124929,7.3850117,-54.615192,-3.0458267,1.7193555,-8.8446083,7.2705393,-59.707012,-3.0315578,4.773345,-8.8446083,7.2705393,-59.707012,-3.0315578,1.5768989,-10.721075,6.2866135,-50.184742,-3.8019712,5.8795786,-10.721075,6.2866135,-50.184742,-3.8019712
53536000000,7.6661763,-9.7906332,7.2991734,-57.141594,-3.075947,4.3190212,-8.669241,7.5228424,-47.513119,-3.0662243,8.643671,-8.8258266,7.4101563,-61.330669,-3.057873,3.7709637,-8.8258266,7.4101563,-61.330669,-3.057873,8.4910164,-10.690392,6.4037499,-63.144077,-3.8193226,4.8472404,-10.690392,6.4037499,-63.144077,-3.8193226
53553000000,-5.7810559,-9.9135294,7.2582417,-52.245602,-3.0847051,5.4122267,-8.7374125,7.4759111,-62.125591,-3.0796368,-9.1587734,-8.8753948,7.3574166,-60.016632,-3.0774646,4.7348404,-8.8753948,7.3574166,-60.016632,-3.0774646,-1.0824654,-10.722885,6.3746052,-50.731667,-3.8417976,5.8692541,-10.722885,6.3746052,-50.731667,-3.8417976
53570000000,5.0424886,-9.8883047,7.3915682,-46.340714,-3.0890749,5.4922509,-8.705409,7.6145887,-52.043343,-3.0890422,4.4956026,-8.8412628,7.4930177,-54.141041,-3.1019299,4.8789949,-8.8412628,7.4930177,-54.141041,-3.1019299,5.8141904,-10.754425,6.4897666,-48.44965,-3.8702612,5.9381599,-10.754425,6.4897666,-48.44965,-3.8702612
53587000000,4.8229299,-10.044129,7.3160543,-47.137936,-3.0965893,5.5599422,-8.8421564,7.5331597,-51.348011,-3.0954523,4.3311129,-8.9724531,7.408586,-49.760864,-3.1135406,5.0290141,-8.9724531,7.408586,-49.760864,-3.1135406,4.9301338,-10.895844,6.4337769,-47.881065,-3.8918998,6.159718,-10.895844,6.4337769,-47.881065,-3.8918998
53604000000,9.5838947,-10.039732,7.5057306,-57.360607,-3.1131999,5.5435042,-8.8746653,7.7240138,-55.720078,-3.113853,9.9317303,-9.0406265,7.5964413,-56.459442,-3.1274526,5.2932997,-9.0406265,7.5964413,-56.459442,-3.1274526,10.453945,-10.962794,6.5917883,-60.738232,-3.9072881,6.3613219,-10.962794,6.5917883,-60.738232,-3.9072881
53621000000,0.50257903,-10.096552,7.3677645,-63.625103,-3.1340649,6.0770783,-8.9286766,7.5807686,-59.060986,-3.1288431,2.6151845,-9.1009569,7.4561186,-60.750408,-3.1315477,6.0448346,-9.1009569,7.4561186,-60.750408,-3.1315477,2.5168691,-11.004278,6.4840293,-50.85931,-3.9178553,7.1268654,-11.004278,6.4840293,-50.85931,-3.9178553
53638000000,14.34093,-10.061197,7.6225557,-58.753357,-3.145612,5.8146024,-8.8968363,7.8433032,-53.102654,-3.1428876,14.928379,-9.1041193,7.7154045,-70.972153,-3.1296144,5.678071,-9.1041193,7.7154045,-70.972153,-3.1296144,14.967179,-10.996785,6.6998124,-57.441006,-3.9163382,6.7745543,-10.996785,6.6998124,-57.441006,-3.9163382
53655000000,10.53002,-10.076607,7.4288249,-56.891907,-3.1500165,7.3681493,-8.9418736,7.6393938,-64.714172,-3.1452157,10.943531,-9.1061258,7.5109324,-58.543125,-3.1298513,7.7603807,-9.1061258,7.5109324,-58.543125,-3.1298513,10.99214,-10.983957,6.5447931,-51.451706,-3.9182756,8.1178217,-10.983957,6.5447931,-51.451706,-3.9182756
53672000000,7.0744925,-10.033976,7.7147884,-58.939816,-3.1576178,6.7978997,-8.8932352,7.9375453,-46.408173,-3.1564534,6.3141599,-9.0676556,7.803215,-47.910923,-3.1449475,7.2058988,-9.0676556,7.803215,-47.910923,-3.1449475,7.6460338,-10.917399,6.7823009,-54.957634,-3.9280887,7.4513569,-10.917399,6.7823009,-54.957634,-3.9280887
53689000000,3.6220918,-10.117329,7.4103107,-56.061733,-3.1664176,6.5387907,-8.9733686,7.6165395,-56.541401,-3.1584413,3.462337,-9.1006021,7.4828043,-51.757866,-3.1653721,7.1626997,-9.1006021,7.4828043,-51.757866,-3.1653721,3.6686039,-10.99097,6.5262179,-48.99762,-3.9509473,7.165278,-10.99097,6.5262179,-48.99762,-3.9509473
53706000000,9.2957344,-10.190313,7.8095889,-57.677933,-3.1785269,5.5732093,-8.9954062,8.0333557,-50.929943,-3.1750004,9.9862404,-9.1559887,7.8932424,-54.928986,-3.1860869,6.1823754,-9.1559887,7.8932424,-54.928986,-3.1860869,9.9978752,-11.062802,6.8693423,-57.8442,-3.9734681,6.1510592,-11.062802,6.8693423,-57.8442,-3.9734681
53723000000,4.3395052,-10.267482,7.4252915,-52.013615,-3.1932926,6.2570519,-9.0888414,7.6238089,-52.646889,-3.1818316,4.6092701,-9.2574511,7.4887419,-53.738544,-3.2132628,6.5399098,-9.2574511,7.4887419,-53.738544,-3.2132628,4.615592,-11.179565,6.5581512,-61.934448,-3.992595,6.6515384,-11.179565,6.5581512,-61.934448,-3.992595
53740000000,13.048256,-10.295742,7.9338222,-53.109402,-3.2104704,5.2657175,-9.0942841,8.1588459,-57.523308,-3.2016382,13.746634,-9.2945604,8.0160227,-61.876442,-3.2344224,5.5673556,-9.2945604,8.0160227,-61.876442,-3.2344224,13.693478,-11.234542,6.9850497,-51.770554,-4.0069556,5.7206464,-11.234542,6.9850497,-51.770554,-4.0069556
53757000000,-1.2940741,-10.479861,6.769999,-52.44791,-3.2298572,5.3468575,-9.3037968,6.911068,-57.159306,-3.2297788,-1.6036967,-9.4526567,6.7992816,-58.921055,-3.2484646,5.6350422,-9.4526567,6.7992816,-58.921055,-3.2484646,-1.5169195,-11.350636,6.0116048,-54.270329,-4.0227876,5.7866306,-11.350636,6.0116048,-54.270329,-4.0227876
53774000000,-0.38054591,-10.287857,8.0158167,-53.404453,-3.2573617,5.8508086,-9.1252203,8.239562,-59.713676,-3.2519097,3.8559194,-9.2863426,8.0951576,-52.626041,-3.2602494,6.14045,-9.2863426,8.0951576,-52.626041,-3.2602494,1.783265,-11.210839,7.0569835,-52.717941,-4.0270252,6.1943226,-11.210839,7.0569835,-52.717941,-4.0270252
53791000000,-0.81604129,-10.838037,1.04875,-53.718109,-3.2789569,6.3074555,-9.5308475,1.0803752,-52.662086,-3.2694507,-0.85183442,-9.6083984,1.0239985,-50.873207,-3.2723532,6.6615067,-9.6083984,1.0239985,-50.873207,-3.2723532,-0.7024644,-11.473369,0.93710178,-54.361603,-4.0367565,6.7004437,-11.473369,0.93710178,-54.361603,-4.0367565
53808000000,7.0591812,-10.244689,8.1100378,-63.22813,-3.2884502,6.1113071,-9.115056,8.333744,-47.801666,-3.2806897,6.5480609,-9.2753716,8.1872864,-49.791447,-3.2782688,6.343679,-9.2753716,8.1872864,-49.791447,-3.2782688,8.0221395,-11.158689,7.14182,-68.526604,-4.0539861,6.4094024,-11.158689,7.14182,-68.526604,-4.0539861
53825000000,4.1192317,-10.330232,8.0568933,-47.757496,-3.3032944,6.4021869,-9.1602058,8.2788649,-56.008854,-3.2944474,4.2302837,-9.3139229,8.1299181,-55.915092,-3.2912066,6.647737,-9.3139229,8.1299181,-55.915092,-3.2912066,4.7273674,-11.227103,7.1047301,-62.590717,-4.0709085,6.6952705,-11.227103,7.1047301,-62.590717,-4.0709085
53842000000,11.376503,-10.374109,8.0862198,-50.120277,-3.2981932,6.3986316,-9.1942596,8.3037519,-50.890549,-3.2999449,11.688086,-9.386075,8.1545906,-52.312038,-3.3044212,6.6643815,-9.386075,8.1545906,-52.312038,-3.3044212,11.717971,-11.286398,7.1342711,-48.181709,-4.0977783,6.7194142,-11.286398,7.1342711,-48.181709,-4.0977783
53859000000,11.653219,-10.477375,8.1907787,-53.792694,-3.3133972,6.9967289,-9.3166456,8.4112692,-54.332832,-3.308326,11.873644,-9.4898529,8.2607546,-57.283298,-3.329834,7.306663,-9.4898529,8.2607546,-57.283298,-3.329834,12.130644,-11.438496,7.2323704,-51.45969,-4.1167088,7.4101353,-11.438496,7.2323704,-51.45969,-4.1167088
53876000000,8.6808138,-10.493735,8.2227049,-50.408298,-3.3310227,7.3677068,-9.313448,8.4428453,-56.866116,-3.326205,9.1939602,-9.51373,8.2917891,-50.196053,-3.3492873,7.3946362,-9.51373,8.2917891,-50.196053,-3.3492873,9.2359381,-11.444136,7.2654648,-49.470345,-4.1384068,7.7466106,-11.444136,7.2654648,-49.470345,-4.1384068
53893000000,6.7660437,-10.5242,8.2932329,-55.225922,-3.3504319,8.1453152,-9.3877888,8.5124626,-63.187214,-3.3451519,6.490139,-9.5658875,8.3608561,-57.854179,-3.366575,8.1795645,-9.5658875,8.3608561,-57.854179,-3.366575,6.7964196,-11.489382,7.3298278,-56.352528,-4.1506572,8.5452137,-11.489382,7.3298278,-56.352528,-4.1506572
53910000000,7.5241284,-10.497149,8.3127413,-65.003342,-3.3773632,8.1487904,-9.3336048,8.5357428,-57.541096,-3.3728039,7.953907,-9.5114422,8.3834734,-51.431572,-3.3769498,8.2808838,-9.5114422,8.3834734,-51.431572,-3.3769498,7.7601428,-11.409908,7.3462563,-54.21637,-4.1650496,8.5433645,-11.409908,7.3462563,-54.21637,-4.1650496
53927000000,13.226766,-10.506696,8.3274193,-53.102268,-3.3965397,9.770627,-9.3462439,8.5464287,-58.906414,-3.3906438,13.929721,-9.4995098,8.399271,-52.657787,-3.3892815,9.871398,-9.4995098,8.399271,-52.657787,-3.3892815,13.959056,-11.398156,7.3619494,-55.970749,-4.1701441,10.102171,-11.398156,7.3619494,-55.970749,-4.1701441
53944000000,5.4705424,-10.5223,8.3812923,-60.015461,-3.4099784,9.0700836,-9.3438253,8.6003723,-53.530338,-3.402154,5.4614015,-9.4781904,8.4512224,-53.509281,-3.3954751,9.1532907,-9.4781904,8.4512224,-53.509281,-3.3954751,6.0810127,-11.432293,7.413228,-46.537357,-4.1812291,9.3854761,-11.432293,7.413228,-46.537357,-4.1812291
53961000000,4.8066344,-10.653079,8.4398899,-53.397991,-3.4019334,8.6161823,-9.4533625,8.661541,-60.940117,-3.4031026,4.8236241,-9.5769987,8.5081778,-52.611809,-3.3976822,8.6913681,-9.5769987,8.5081778,-52.611809,-3.3976822,5.4844947,-11.528917,7.4726768,-57.209705,-4.188921,8.9117155,-11.528917,7.4726768,-57.209705,-4.188921
53978000000,7.6149702,-10.706049,8.4741096,-55.073696,-3.3998876,8.3230982,-9.4931765,8.6892481,-57.593056,-3.3940613,7.7823734,-9.6276026,8.5344648,-62.680714,-3.4095044,8.334857,-9.6276026,8.5344648,-62.680714,-3.4095044,8.0821724,-11.596234,7.5067911,-61.066265,-4.1927872,8.5696192,-11.596234,7.5067911,-61.066265,-4.1927872
53995000000,7.5077267,-10.726934,8.5124302,-61.727299,-3.3974528,8.7259159,-9.5324183,8.7302656,-63.11858,-3.3881981,7.6625757,-9.6578407,8.5762091,-59.055553,-3.4208012,8.7882624,-9.6578407,8.5762091,-59.055553,-3.4208012,8.0017929,-11.644277,7.542232,-44.531235,-4.2081275,9.0259476,-11.644277,7.542232,-44.531235,-4.2081275
54012000000,21.211231,-10.8219,8.5888195,-48.894508,-3.415597,9.402051,-9.6271629,8.8080578,-56.730747,-3.4078493,21.725945,-9.7734232,8.6528492,-48.958355,-3.4435129,9.4761124,-9.7734232,8.6528492,-48.958355,-3.4435129,21.874237,-11.757507,7.6084533,-52.134182,-4.2180142,9.7401228,-11.757507,7.6084533,-52.134182,-4.2180142
54029000000,4.2309237,-10.77179,8.6171017,-52.981266,-3.4440978,9.2169237,-9.5861082,8.8389788,-56.047485,-3.4384449,3.7889011,-9.7465858,8.6811371,-48.272984,-3.4722173,9.2634411,-9.7465858,8.6811371,-48.272984,-3.4722173,3.8343325,-11.691852,7.6332879,-57.954895,-4.2369671,9.5456324,-11.691852,7.6332879,-57.954895,-4.2369671
54046000000,6.6002221,-10.760034,8.6599808,-50.182892,-3.4866295,9.4962902,-9.5990219,8.8773022,-53.235065,-3.4787953,6.7924914,-9.7337036,8.7170753,-55.119949,-3.5008802,9.525094,-9.7337036,8.7170753,-55.119949,-3.5008802,6.919271,-11.654368,7.6726518,-54.20034,-4.2650299,9.7454472,-11.654368,7.6726518,-54.20034,-4.2650299
54063000000,5.3327756,-10.7737,8.7075911,-49.51638,-3.5027926,9.8454599,-9.6082611,8.9258814,-56.631798,-3.5113077,5.2723455,-9.7402983,8.7624922,-60.570995,-3.5189078,9.9474354,-9.7402983,8.7624922,-60.570995,-3.5189078,5.4728785,-11.711575,7.7223201,-53.9044,-4.300776,10.144876,-11.711575,7.7223201,-53.9044,-4.300776
54080000000,11.261433,-10.826925,8.7209606,-51.057384,-3.5451458,10.007966,-9.6109753,8.9381618,-54.8284,-3.5316622,11.477594,-9.7264872,8.7723007,-54.893688,-3.5342624,10.137407,-9.7264872,8.7723007,-54.893688,-3.5342624,11.816031,-11.717856,7.7387824,-53.39814,-4.3285999,10.339338,-11.717856,7.7387824,-53.39814,-4.3285999
54097000000,14.89123,-10.869578,8.7498865,-47.475323,-3.5491972,10.266941,-9.6632214,8.9669161,-50.988831,-3.5458999,15.520264,-9.8047123,8.7989616,-53.851353,-3.5587358,10.441741,-9.8047123,8.7989616,-53.851353,-3.5587358,15.616072,-11.760899,7.7623124,-49.471367,-4.3414984,10.623145,-11.760899,7.7623124,-49.471367,-4.3414984
54114000000,11.173516,-11.01498,8.815093,-53.689564,-3.5608783,9.1076717,-9.7332106,9.035285,-74.502563,-3.557106,11.590335,-9.9112902,8.8676777,-45.058552,-3.5730345,9.2525492,-9.9112902,8.8676777,-45.058552,-3.5730345,11.819664,-11.854647,7.8268919,-51.444847,-4.3595848,9.4160089,-11.854647,7.8268919,-51.444847,-4.3595848
54131000000,7.9484692,-11.016459,8.8539867,-49.924347,-3.5639415,9.6837549,-9.7969637,9.0716581,-53.135128,-3.5612485,8.3395824,-9.9455261,8.9040642,-55.913635,-3.5869007,9.859376,-9.9455261,8.9040642,-55.913635,-3.5869007,8.2789774,-11.934701,7.8641806,-72.832573,-4.3708358,10.041139,-11.934701,7.8641806,-72.832573,-4.3708358
54148000000,9.399477,-11.011074,8.9102316,-54.161442,-3.579427,10.090866,-9.8107147,9.1268778,-56.799267,-3.576201,9.4693823,-9.9621134,8.9569073,-49.976917,-3.5978084,10.314739,-9.9621134,8.9569073,-49.976917,-3.5978084,9.8782101,-11.955356,7.9124665,-70.16774,-4.3786879,10.495881,-11.955356,7.9124665,-70.16774,-4.3786879
54165000000,9.6457014,-11.089685,8.9416323,-57.75098,-3.5978622,10.496918,-9.8844538,9.1553106,-60.780025,-3.5950141,9.8720589,-10.056685,8.9879541,-49.297024,-3.6259856,10.786354,-10.056685,8.9879541,-49.297024,-3.6259856,10.221254,-12.017269,7.9482632,-58.971886,-4.3880491,10.975189,-12.017269,7.9482632,-58.971886,-4.3880491
54182000000,10.564585,-11.04939,9.0269804,-59.508869,-3.6174994,9.7968493,-9.8309937,9.2425137,-58.207516,-3.6138339,11.010249,-9.9759598,9.0726051,-55.86652,-3.6368051,10.007792,-9.9759598,9.0726051,-55.86652,-3.6368051,11.123672,-11.916084,8.0224819,-48.73798,-4.4082046,10.055496,-11.916084,8.0224819,-48.73798,-4.4082046
54199000000,8.3617058,-11.032525,9.0233622,-50.766235,-3.6303484,9.2427015,-9.8262787,9.2412195,-60.932285,-3.6292653,8.6448307,-9.9193468,9.0678806,-44.964859,-3.6447918,9.4126415,-9.9193468,9.0678806,-44.964859,-3.6447918,8.5957422,-11.857637,8.0313778,-47.829979,-4.4226861,9.4503126,-11.857637,8.0313778,-47.829979,-4.4226861
54216000000,9.9714346,-11.092488,9.0903139,-52.233105,-3.6423814,9.7834034,-9.8506041,9.305234,-54.144333,-3.6392124,10.464002,-9.9961014,9.1326103,-62.778187,-3.665343,9.9651747,-9.9961014,9.1326103,-62.778187,-3.665343,10.710756,-11.969287,8.0928192,-53.771042,-4.4573054,10.001204,-11.969287,8.0928192,-53.771042,-4.4573054
54233000000,11.07151,-11.170407,9.0840721,-51.181156,-3.6597643,10.587797,-9.9060316,9.2990732,-51.560585,-3.6491916,11.801482,-10.082123,9.1235628,-53.360813,-3.6799638,10.808217,-10.082123,9.1235628,-53.360813,-3.6799638,11.92144,-12.009235,8.0904303,-52.51292,-4.4730945,10.871438,-12.009235,8.0904303,-52.51292,-4.4730945
54250000000,10.077256,-11.248468,9.1854239,-55.061337,-3.6777651,10.555851,-9.985981,9.4029436,-65.495621,-3.6729891,10.460108,-10.112773,9.2290697,-50.890865,-3.7002304,10.77982,-10.112773,9.2290697,-50.890865,-3.7002304,10.745264,-12.105875,8.1799564,-50.204109,-4.4985347,10.821062,-12.105875,8.1799564,-50.204109,-4.4985347
54267000000,3.2135179,-11.220624,9.2156954,-63.547546,-3.7101219,10.426085,-10.015844,9.4356241,-45.107212,-3.7149742,2.9134176,-10.141879,9.2579412,-55.255871,-3.7291691,10.663728,-10.141879,9.2579412,-55.255871,-3.7291691,1.6994058,-12.116782,8.20893,-57.702915,-4.5222383,10.6726,-12.116782,8.20893,-57.702915,-4.5222383
